region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1999,72.533
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,6.257
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1998,98.6
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,97.4
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1998,43
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1998,50
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,4.3
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1998,72.284
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1998,28.478
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1998,6.251
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1998,96937
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1998,0.424888085385497
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1996,48
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,97.4
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1997,98.6
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1997,0.365335123519664
East Asia & Pacific,Tonga,Health: Health services,Health expenditure per capita (current US$),1997,98.39065463
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,4.34
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1997,96526
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1997,53
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1997,45
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,28.739
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1996,55
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1996,0.296777837671015
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1996,96174
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,4.391
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1997,72.057
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,6.241
East Asia & Pacific,Tonga,Health: Health services,Health expenditure per capita (current US$),1996,96.18035476
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,97.4
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1996,98.6
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,29.108
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,6.226
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1996,71.855
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1995,29.543
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,6.204
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1995,4.447
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,97.4
East Asia & Pacific,Tonga,Health: Health services,Health expenditure per capita (current US$),1995,87.21571875
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1995,0.220288552127156
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1995,57
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1995,50
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1995,71.683
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1994,6.171
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1995,98.6
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1995,95889
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1994,29.983
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1994,4.501
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1994,0.152711707937569
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1994,57
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1994,50
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,97.4
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1994,98.6
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1994,71.541
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1994,95678
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1993,6.128
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1993,4.547
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1993,49
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1993,0.116258987816317
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1993,95532
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1993,56
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1992,30.678
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1993,30.372
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1993,98.6
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,97.4
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1992,71.321
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1993,71.424
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1992,95421
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1992,6.076
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1992,4.583
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1992,0.122689751921839
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1992,55
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1992,98.6
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1992,47
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,97.4
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1991,4.612
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1991,6.019
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1991,47
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1991,55
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1991,0.159616953282213
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1991,95304
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1991,97.4
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1991,30.903
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1991,98.6
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1990,71.123
East Asia & Pacific,Tonga,Health: Mortality,"Life expectancy at birth, female (years)",1991,71.224
East Asia & Pacific,Tonga,Health: Reproductive health,"Fertility rate, total (births per woman)",1990,4.644
East Asia & Pacific,Tonga,Health: Population: Dynamics,Population growth (annual %),1990,0.219890143572955
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1990,5.963
East Asia & Pacific,Tonga,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1990,31.092
East Asia & Pacific,Tonga,Health: Disease prevention,Improved water source (% of population with access),1990,98.6
East Asia & Pacific,Tonga,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,97.4
East Asia & Pacific,Tonga,Health: Population: Structure,"Population, total",1990,95152
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2007,96.9
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,98.3
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2010,97.7
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2010,543.69242464
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,98.3
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2009,97.7
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2009,353.68850704
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2008,409.8713932
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2007,462.64519463
East Asia & Pacific,Tonga,Health: Mortality,Number of under-five deaths,1990,57
East Asia & Pacific,Tonga,Health: Mortality,Number of infant deaths,1990,48
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2010,5
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2010,6
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2010,0.193532018643418
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2010,9827
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2009,5
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2009,7
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2009,0.204123361343032
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2009,9808
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2008,6
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2008,7
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2008,0.245499304971165
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2008,9788
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,97.9
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2008,97.3
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2007,9764
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2007,0.328272760943743
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2007,7
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2007,6
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,97.2
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2006,96.4
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2006,9732
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2006,0.391228749809191
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2006,8
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2006,6
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2006,447.29008131
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,97.6
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2005,402.60104343
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,96.5
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,96.9
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2005,96
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2004,95.6
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2004,370.71804731
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2005,7
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2005,8
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2005,0.496381577640422
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2005,9694
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2002,94.8
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2004,9646
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2004,0.582243275143323
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2004,9
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2004,7
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2003,9590
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2003,0.62761712292362
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2003,10
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2003,8
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,96.2
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2003,95.2
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2003,410.44925127
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2002,116.15767751
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2002,9
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2002,11
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2002,0.62102194221464
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2002,9530
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,95.5
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2001,128.55947054
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2001,94.4
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),1999,130.94474793
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2001,9471
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2001,0.550557240328431
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2001,11
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2001,9
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,95.8
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),2000,160.69798521
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),2000,94
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,95.1
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",2000,9419
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),2000,0.47890263401656
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,2000,12
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,2000,10
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,94.8
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1999,93.6
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1999,9374
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1999,0.427625197289045
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1998,9334
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1999,12
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1999,10
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),1998,114.61751759
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1998,93.2
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,94.5
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1997,0.366340243775365
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1997,9298
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1998,0.386432425923088
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1998,12
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,94.1
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1998,10
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,93.7
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1996,92.3
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),1996,152.19803402
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1995,9
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1997,9
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1997,12
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),1997,116.78702577
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1995,12
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1993,0.493124663738298
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1995,0.423568376956695
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1995,9227
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,93.4
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1995,91.9
East Asia & Pacific,Tuvalu,Health: Health services,Health expenditure per capita (current US$),1995,101.74167416
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1994,9188
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1994,0.436300866631709
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1994,12
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1993,13
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1997,92.8
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1996,9264
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1996,0.40019522342207
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1996,12
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1996,9
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,93.1
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1994,91.5
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1994,9
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1993,9148
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1993,10
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1992,0.517650806232465
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1993,91.1
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,92.7
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1992,10
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1992,13
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,92.3
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1992,90.7
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1991,90.3
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1991,92
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1992,9103
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1990,9004
East Asia & Pacific,Tuvalu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,91.6
East Asia & Pacific,Tuvalu,Health: Disease prevention,Improved water source (% of population with access),1990,89.8
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1991,11
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1991,14
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1991,0.575859841634138
East Asia & Pacific,Tuvalu,Health: Population: Structure,"Population, total",1991,9056
East Asia & Pacific,Tuvalu,Health: Population: Dynamics,Population growth (annual %),1990,0.612712884376463
East Asia & Pacific,Tuvalu,Health: Mortality,Number of under-five deaths,1990,15
East Asia & Pacific,Tuvalu,Health: Mortality,Number of infant deaths,1990,11
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,97.8
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2010,188
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2010,219
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2010,4.872
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2010,138.6533757
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2010,72.868
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2010,236299
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2010,2.36244102841059
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2010,88.4
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2010,27.486
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2010,3.499
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2009,87.2
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2009,3.549
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2009,230782
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,97.6
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,4.932
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2009,213
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2009,183
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2009,2.38853581940061
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2009,103.0838442
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2008,98.9917751
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2009,27.766
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2009,72.558
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2008,2.41606574475105
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,3.608
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,5.007
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2008,86
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,97.4
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2008,72.239
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2008,173
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2008,202
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2008,225335
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,28.091
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2007,71.913
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2007,219956
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,97.2
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2007,84.7
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,3.679
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2007,2.44886153228865
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,28.475
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,5.098
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2007,162
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2007,87.82077781
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2007,191
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,3.76
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2006,71.579
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,28.92
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2006,179
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2006,63.63380843
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2006,214635
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2006,2.48120084474772
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2006,151
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2005,170
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,5.206
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,97
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2006,83.5
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2005,61.4009511
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,5.334
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2005,143
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2005,2.53012753999435
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2005,82.2
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,96.8
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2005,209375
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,29.993
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2004,139
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2004,166
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2005,71.235
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,3.851
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,29.427
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,5.483
